Date,Open,High,Low,Close,Volume,Market Cap
Aug-21-2021,3597382.6810684185,3642007.7194778663,3552148.4635560475,3625251.2359998906,3999520402848.5654,67627581734738.945
Aug-20-2021,3631401.6031567496,3659213.6608464383,3560488.2877476607,3608789.1930123847,4929474314036.709,67826752260305.33
Aug-19-2021,3443285.875087381,3630162.409814554,3437120.9602307477,3628688.101460787,4774150158883.36,66096646315904.67
Aug-18-2021,3295937.864905287,3454627.151976197,3238874.3794369996,3436927.1846583774,4199071501987.2393,62561151387095.16
Aug-17-2021,3290709.7909776694,3379909.361385916,3265758.9710677606,3303562.5223532934,5509894823125.341,62445986025739.625
Aug-16-2021,3383586.361686739,3463641.5648658657,3282464.353513887,3282464.353513887,5613205945083.378,63595147888958.43
Aug-15-2021,3465606.1903135236,3532768.1511746594,3363471.5270581185,3380945.34741604,4899199255717.101,64901741350626.81
Aug-14-2021,3465658.3552779527,3485032.274297767,3359014.8222375303,3465695.878995836,4447493032808.489,64209903982453.85
Aug-13-2021,3519974.2804313893,3541280.5799662406,3398961.2596287113,3465402.5974465627,4694850318553.553,65143686044310.74
Aug-12-2021,3269975.2155490923,3520378.152139452,3259611.967434266,3520378.152139452,4911194441889.429,63883880379368.42
Aug-11-2021,3355023.6464153766,3402858.7057062914,3232384.7135493155,3272505.411491432,5937920280880.094,62133897252547.445
Aug-10-2021,3357469.8858079175,3439278.4083007607,3342506.5271866163,3363522.37449848,4855249307270.251,63728715540096.36
Aug-09-2021,3410354.9518089285,3425426.868714111,3288236.797531266,3354223.906197771,5323555341975.225,63052727001801.93
Aug-08-2021,3225290.2749967594,3419761.047229463,3157730.622425491,3407365.268815219,5463561738024.064,62064313462799.84
Aug-07-2021,3284577.332848163,3333469.3220179947,3191368.952345889,3224332.344874423,5577920730001.556,61286394278634.03
Aug-06-2021,3150332.003055804,3289550.167044198,3144047.6179461363,3289550.167044198,5482376704027.041,60194715014070.97
Aug-05-2021,3009512.3008755855,3166677.0011296915,2942981.6533278674,3151608.441023323,5185710315218.779,57169396321700.49
Aug-04-2021,2926778.286336286,3040707.0447429838,2759042.462679897,3008522.1515815957,4348400192145.834,54510344907221.12
Aug-03-2021,2813423.7865527472,2941509.3628277206,2770352.1556800203,2929167.82636504,4105822139216.9697,53531401126969.06
Aug-02-2021,2885401.984035404,2920236.989378569,2785162.0564241624,2817412.5688109538,4320270318733.4487,53180376914317.65
Aug-01-2021,2939956.177007055,2973042.8331527477,2854583.512192405,2883545.6576481275,4884161552336.297,54747853670195.41
Jul-31-2021,3062477.4114562143,3128275.7132590995,2920681.701729041,2954814.239357869,4308944958073.209,57337438641527.35
Jul-30-2021,3113743.886793637,3113743.886793637,3030095.8234032057,3071200.072982597,5392246490532.732,57540453124490.84
Jul-29-2021,2945222.991752916,3100201.4702198,2825972.8322259444,3100201.4702198,4283110736802.2017,54758713373354.63
Jul-28-2021,2947129.741617483,2985845.822587139,2897292.004926424,2945448.3550045793,5233809146306.271,55079715701078.06
Jul-27-2021,2905785.8956741784,3006047.5023032767,2867698.7696617804,2945922.648906774,6355699219126.493,55088151332594.164
Jul-26-2021,2746541.718012403,2887323.0481056822,2685360.0140729668,2885872.916594159,6485219000434.284,52060889120695.51
Jul-25-2021,2602729.767721096,2982600.730365765,2601391.5813541906,2740551.1798129473,6190699178869.846,52917746483513.35
Jul-24-2021,2522141.4645755687,2595683.8519411366,2496648.8892611135,2594428.1514702644,2977857070261.066,47484775976318.31
Jul-23-2021,2472913.3817381603,2539699.495933045,2462234.951585275,2519632.5922791767,3556916880359.1475,46777457189485.97
Jul-22-2021,2378388.015501922,2467660.8669150327,2362327.060137535,2467660.8669150327,3218171424748.0034,44874522855934.14
Jul-21-2021,2366283.946740175,2392761.9193670284,2337172.3172899564,2381673.4582001977,4020567233027.181,44392676714807.47
Jul-20-2021,2194823.7551720347,2413158.5130169187,2175678.9259988302,2367267.1491616494,3702172875669.9985,43089489263390.086
Jul-19-2021,2269366.701306519,2278988.828375106,2161919.24746669,2191762.939244209,3467938148131.0527,41218701054673.21
Jul-18-2021,2339927.4935137285,2348101.182462412,2250224.8180581727,2272188.160839604,2696138280743.123,43080313929498.13
Jul-17-2021,2320873.251529918,2384156.872855787,2305920.473430146,2342967.687967546,2609451028703.0864,43881103814505.03
Jul-16-2021,2311246.705574043,2348430.169136142,2298397.3178231334,2325083.714633715,2944596920790.6294,43584531774193.24
Jul-15-2021,2338385.301850382,2370128.764079969,2291208.7062465027,2311486.7984499987,3978675800273.297,43855736859201.555
Jul-14-2021,2417469.082345411,2440801.8525133636,2298300.8387840223,2330333.135152128,4106579819568.698,44344871608363.72
Jul-13-2021,2409493.6093233516,2433778.031169841,2335954.9138422427,2413901.1124433912,3487099688815.8643,44862391349711.414
Jul-12-2021,2441434.171924442,2451435.3290990773,2376821.519958494,2398540.536174768,4007640967766.518,45368901684966.98
Jul-11-2021,2520588.0040292805,2545363.772954439,2408831.5202574125,2446542.8709106445,4401583319792.537,46541227914748.14
Jul-10-2021,2468060.2403218234,2543388.5303369146,2454317.755763475,2522431.5183284436,4109697807427.721,46667988111135.72
Jul-09-2021,2490300.362401104,2519908.469326885,2440675.914225669,2470807.373306229,4862448841771.595,46545317769133.23
Jul-08-2021,2422788.281585706,2506792.6115251635,2380407.4469923214,2494181.7444787817,5664916518048.036,45801782560333.94
Jul-07-2021,2494365.60739898,2494365.60739898,2363681.222127822,2418454.0866463375,4878947724115.715,45424078107386.195
Jul-06-2021,2520291.1662528184,2574415.747426276,2493829.0452209073,2494275.184969536,4268304033499.4355,47708218919952.5
Jul-05-2021,2481291.033360501,2581074.274087362,2478160.6851970265,2511902.2188924756,4493860568209.709,47155125293267.6
Jul-04-2021,2600382.4456763556,2600382.4456763556,2439638.2121943147,2494207.4011172205,3727847236736.184,47075862093887.05
Jul-03-2021,2553707.352980882,2645468.509084829,2533497.489896467,2600691.0068538426,2857926824245.807,48702195470289.76
Jul-02-2021,2489592.5367767536,2569201.4604269955,2460016.647401954,2555464.843246441,2964591834111.924,47347414402875.66
Jul-01-2021,2467575.1541072666,2493846.175512821,2414306.9108696883,2492694.8408484017,3969523943497.2676,45948934387623.46
Jun-30-2021,2579135.475572063,2579135.475572063,2420795.5962902815,2476688.3726565735,4121141423678.715,46554170627814.05
Jun-29-2021,2640865.6487592417,2657344.2560713775,2514348.3395645106,2582134.730911844,4232588930729.238,48209417076561.15
Jun-28-2021,2538806.1442197505,2685946.858006952,2523682.502478194,2639577.1357593625,4329329424701.938,49063091185323.32
Jun-27-2021,2549845.261145204,2585311.9061874435,2503295.9659771943,2536376.4926928263,4156609480038.4653,47578299952534.62
Jun-26-2021,2376990.9106378495,2546680.601366121,2364294.710979574,2546680.601366121,4456511581075.9795,45605077012969.68
Jun-25-2021,2332052.210902187,2402276.8988971193,2223697.7527919533,2346324.5693436363,5039658820699.513,43447978439111.53
Jun-24-2021,2552852.38570965,2610210.9935544757,2309269.2535128756,2335272.116801979,4474010335201.331,46077921621077.87
Jun-23-2021,2475485.6988331517,2590700.4149758737,2380602.614514187,2546777.9035706064,4456987182630.135,46499583094766.57
Jun-22-2021,2391416.368187977,2557119.4861016856,2339746.3191349395,2477975.7418196728,7119283163331.922,46569928176864.78
Jun-21-2021,2334204.297995168,2451176.646865496,2128428.500714533,2383766.5378120556,7150573535984.116,44156285130336.94
Jun-20-2021,2627568.2866291855,2627568.2866291855,2305020.49338592,2327751.2495929515,5789459736938.16,45782043548565.34
Jun-19-2021,2618093.5023386083,2644451.4285274837,2464050.872151302,2625446.3218800114,4064887115501.578,48398431019090.05
Jun-18-2021,2631238.219056568,2672904.6437718617,2567207.069297892,2624478.7944690827,4627071207383.392,49328081077918.05
Jun-17-2021,2800547.148996898,2808082.0883033434,2593951.4550079918,2620213.8317554058,4534946821305.029,51045569916324.25
Jun-16-2021,2823705.1609358434,2910759.3533162884,2764581.8253637264,2804673.653242232,5084730500545.303,53274656349276.1
Jun-15-2021,2957709.294265034,2978220.4231500775,2812474.919944715,2819989.760887634,4719166530539.629,54396750049299.37
Jun-14-2021,2984789.70852542,3039258.399046517,2920644.422231981,2960986.635669949,5305329889993.883,55475807925243.46
Jun-13-2021,2880123.207751874,3013683.339536121,2856465.9581768904,2982746.709636154,5642055725313.577,54718109260314.195
Jun-12-2021,2615006.909568271,2898554.5942715085,2566067.732858925,2871540.2556770695,4220929056737.9375,50179303360688.32
Jun-11-2021,2749151.807436901,2749151.807436901,2559269.05347431,2617329.0348378667,4705355272920.681,49268448071681.836
Jun-10-2021,2698972.3963621897,2766664.59423858,2655874.2521657376,2739735.895108399,4812646022804.755,51025034399761.65
Jun-09-2021,2750262.8601061758,2817246.124056457,2639550.1460444033,2715410.657071785,5836984400111.807,51017171483607.5
Jun-08-2021,2460114.3549911627,2762245.402453077,2388527.1523831496,2750392.404266106,5345565394555.63,48057117311520.48
Jun-07-2021,2472086.101546616,2504032.8459791914,2299374.628394891,2457574.332867431,4957755176226.953,45324681249029.8
Jun-06-2021,2638628.07156374,2708992.2232866543,2470894.775449436,2470894.775449436,3820557613094.3696,49490070259766.51
Jun-05-2021,2615419.3390484406,2680432.21157674,2599811.8291488998,2635204.170397122,4015502573613.1855,49571168265922.57
Jun-04-2021,2713775.6687754006,2790048.2047657054,2571853.5292807254,2615263.941512163,4491752201473.6455,50452867763084.57
Jun-03-2021,2886451.05434761,2886451.05434761,2635098.853583436,2718215.1775369346,4961358401391.863,51139726485217.04
Jun-02-2021,2767233.8942174567,2903881.355253255,2744022.215777299,2883523.5415196246,4334378641449.795,53125024323373.1
Jun-01-2021,2701369.6427156725,2813992.141574063,2653974.867113316,2770821.2942137127,4794482789803.861,51399832192095.04
May-31-2021,2744975.1084494195,2783179.922662305,2632470.294854753,2695991.856886754,4993582329967.147,50438151773451.48
May-30-2021,2624428.7137464904,2761186.646964478,2519829.8475459665,2747351.117399629,6211897536423.2295,49814681301677.15
May-29-2021,2546445.6638586675,2674177.283310669,2469325.769954341,2623210.3958158726,5504861855240.174,48893248346373.22
May-28-2021,2626650.677570902,2736149.792061133,2479161.1352044656,2542584.292850585,5817578937231.935,48576160058388.734
May-27-2021,2832022.5979331764,2854605.6918780985,2561553.1030135034,2627080.046119006,5218599478135.977,50437823001908.8
May-26-2021,2889081.5556745534,2964334.4424279323,2740305.9315684894,2833957.0510686836,5272317490474.666,53434818213922.805
May-25-2021,2822118.035652027,2998185.1829873216,2795199.140417374,2885884.0856360276,5529133561181.879,54055110712636.586
May-24-2021,2849855.936101148,2925221.872203013,2691464.283695132,2810838.6031270786,6480518945698.757,52408385467022.54
May-23-2021,2562532.4998208503,2921623.924193885,2540908.630743117,2844246.0483061173,8022056387062.107,50915263011539.78
May-22-2021,2761788.3521167957,2813222.727181165,2303913.5893352116,2565508.9087694343,6359720560008.094,48263037381344.58
May-21-2021,2741361.0397678055,2850671.3239805154,2611615.606356561,2765855.2013837486,8395089433712.505,51630832256320.46
May-20-2021,2981292.8957185587,3094960.6698967945,2475340.6120338785,2742872.7677891804,8215058783933.279,53827642093707.48
May-19-2021,2714686.8517916915,3117301.8275413094,2591216.664863305,2974631.283731769,13941355633521.857,54815040962792.24
May-18-2021,3156113.9877089015,3203685.166939431,2319916.074666257,2723110.9169217716,10699450816044.21,53821529580266.3
May-17-2021,3206073.0789461746,3365553.44239207,3120503.6688859686,3168325.5624297457,7171731960169.214,60840994479410.66
May-16-2021,3417912.837861961,3417912.837861961,3114560.9333707793,3210389.530651626,8391636659148.547,61016526795177.36
May-15-2021,3444564.6200554576,3660023.8593894034,3243548.8544320087,3416908.277485264,6344973286510.174,65726616628431.32
May-14-2021,3672249.6133894515,3724212.9888992193,3444863.63142858,3445745.935923656,5922698845415.281,67277259012007.85
May-13-2021,3660459.9136976977,3784383.2245703433,3601405.4230008246,3673930.647120548,7706808294971.865,69072996007361.21
May-12-2021,3665913.9030167246,3778010.9088472826,3477331.503293951,3657043.209013595,10827216069385.623,68632658826231.04
May-11-2021,4174217.280425482,4263180.378382323,3717936.466244883,3717936.466244883,6741356242566.899,76991115620179.61
May-10-2021,4109935.599480718,4185338.4468994513,4017499.5314515927,4177456.5080808094,8076682557905.986,76888947539898.94
May-09-2021,4287458.084688982,4378223.98691337,4021111.2757158238,4107523.743440603,7188040289071.088,79488993849637.45
May-08-2021,4328301.052327976,4353558.3791534295,4148427.4239700856,4284091.16475261,7563133027569.111,79819130697252.36
May-07-2021,4222748.346937871,4376974.571615752,4198546.101264093,4323967.528707149,7108254932535.539,80529495040678.52
May-06-2021,4152847.4418989317,4312111.617744698,4080609.5984636457,4222950.142790668,7110275496728.485,78208550328399.38
May-05-2021,4229241.165325675,4294099.452397933,4080108.6490345453,4159976.5800561393,7188690322460.936,78394517859899.28
May-04-2021,3920564.1787913702,4260609.069074216,3920564.1787913702,4222862.501526131,7701972737282.471,76918343908158.81
May-03-2021,4209766.491274493,4209766.491274493,3925473.205601111,3927609.218507629,7683672467568.738,76112812978376.75
May-02-2021,4166011.3071284704,4337571.660141795,4164950.774179464,4213512.772391527,5881299299099.246,79751972314960.36
May-01-2021,4256453.611022936,4260792.753875825,4135271.1921204356,4165814.6666441755,5167912289621.493,78241171281459.83
Apr-30-2021,4250270.894043724,4303525.742279225,4205686.5577747105,4256384.097137671,6192712607843.453,79509869588629.77
Apr-29-2021,3943769.9993333,4257962.099145289,3910671.060587304,4253815.844483563,6003084080555.719,76056504694211.03
Apr-28-2021,4036576.790866923,4062283.2459156937,3858488.1220958442,3948307.3912001774,5761348144681.073,74156320797619.69
Apr-27-2021,4051171.3196439226,4136027.3336505983,3967987.7454105145,4033452.738271763,5890429719400.572,75363951254144.72
Apr-26-2021,3976488.0107783284,4079556.93923965,3925814.5873216544,4045050.505659865,6484015591352.022,75073454314129.64
Apr-25-2021,3612114.333863184,3993886.174547051,3595353.538046613,3973640.6880721836,7190964491390.839,72805940156856.6
Apr-24-2021,3687501.5562777906,3717121.5879500383,3476177.0945058446,3607850.72729622,5445950847575.53,68274393329205.36
Apr-23-2021,3762247.891567648,3762247.891567648,3591768.69741751,3682974.3381598345,8740088615643.444,68857331013076.445
Apr-22-2021,3810564.8406100282,3833351.8929749844,3515313.214972386,3757530.1875799745,12716843063752.076,68616964641187.22
Apr-21-2021,3967320.459132168,4075055.7288685194,3725998.367910168,3818189.626625193,9381135774202.629,74031680957544.89
Apr-20-2021,4157720.7380958577,4177018.4076793,3955991.9050893816,3968847.921171223,8443180601027.138,76277623156866.56
Apr-19-2021,4098801.6426211586,4196746.877656855,3939309.869097758,4151074.7316154195,9053050541000.43,76332541752199.4
Apr-18-2021,4137810.738901171,4229192.216277981,4001589.637114926,4098756.9375622985,10274590914108.252,77509149871487.1
Apr-17-2021,4420978.157693841,4439114.00760306,3871640.493942499,4127029.261991125,13684734129973.5,77010316143789.28
Apr-16-2021,4517794.422740169,4597155.456712096,4401743.477812456,4424651.725992204,11765274866150.756,84307956291322.84
Apr-15-2021,4655083.441374802,4676181.418729094,4430202.988965553,4529710.669887018,12196876707504.553,84871055579611.08
Apr-14-2021,4639830.372865735,4686143.800118821,4572848.685435166,4653319.5688658655,12464072159719.15,86524604142116.75
Apr-13-2021,4679978.715871507,4773584.143281993,4531518.832634938,4612506.427048301,12806236456920.623,87268384358779.36
Apr-12-2021,4409185.620485864,4692910.589518451,4409185.620485864,4678753.211130434,11668074730867.566,85535745516835.38
Apr-11-2021,4419461.228593107,4499532.623521372,4388408.309130607,4414507.433742474,7436943568287.462,82707800767289.08
Apr-10-2021,4398011.979440484,4462343.740389181,4363393.71555604,4420234.053472997,7208342055578.804,82291841388943.88
Apr-09-2021,4281559.317847549,4508052.331694533,4268050.330733148,4400286.482350218,7587681221033.495,82390799395067.66
Apr-08-2021,4277266.3688477175,4333559.310484721,4251133.110671724,4283333.501093491,5690814490038.624,80077355024287.69
Apr-07-2021,4114931.457598216,4278070.659754786,4111019.067611758,4273055.169262705,7709970637700.518,78651030400003.7
Apr-06-2021,4270066.294616861,4317776.731077924,4091778.934218663,4129705.8441231167,8029840056060.851,78371717680176.7
Apr-05-2021,4352309.510180596,4374605.831082231,4242127.639593516,4278457.8726375345,7700249749196.727,80406838611178.45
Apr-04-2021,4286171.8061078545,4355154.412658859,4186523.7003877363,4328870.08773474,7212446786180.573,79873503310764.78
Apr-03-2021,4204751.408996864,4301973.400256423,4167719.1584844417,4287439.383864816,7711943202698.528,79356321302940.97
Apr-02-2021,4343459.351606312,4396129.87377211,4199631.7830260405,4208190.172554126,6717654826518.398,81040009653028.75
Apr-01-2021,4325180.980766039,4423584.2964530345,4310587.586192057,4342538.312429697,7742536726198.257,81500896000511.16
Mar-31-2021,4326959.009107343,4368752.852656896,4282479.541440006,4327240.683007273,8517700554231.498,80952241842312.86
Mar-30-2021,4327845.53870839,4402516.046606558,4230890.146765136,4324577.507412102,7574955505898.848,80699912354405.84
Mar-29-2021,4243054.090382174,4368146.5728899585,4208305.213838592,4322699.052572506,7224101028192.101,80225324548135.4
Mar-28-2021,4105782.021794348,4296629.487454921,4050230.568345582,4246907.947888445,6738801642799.852,78243738922044.05
Mar-27-2021,4112631.501076529,4160321.2532645664,4039614.9281185167,4114127.678523203,6039985895349.426,76746507724334.3
Mar-26-2021,4051240.028939296,4157937.552105739,3979470.8288808335,4118246.826210799,6518364458855.756,75830573618971.27
Mar-25-2021,3782251.166880878,4050850.670351965,3782251.166880878,4050850.670351965,7993984077782.8955,73121194577455.77
Mar-24-2021,3857894.659631117,3913597.1184331663,3724605.2921997495,3786411.361690335,9681799291965.3,71650539874191.62
Mar-23-2021,4011240.611877097,4200051.46886671,3835269.4274619315,3872770.6621415103,7359880928832.61,75803955833584.52
Mar-22-2021,3990645.0827575345,4109493.002239803,3919111.057907458,4021184.619073917,8060775978480.232,75171486238496.9
Mar-21-2021,4226257.501451678,4286321.405381072,3964752.6275652447,3995409.90978524,6816033750218.522,78042339279115.16
Mar-20-2021,4275839.804735062,4312095.30196678,4119047.5313566155,4226828.135846727,7038708828266.843,78719368146536.08
Mar-19-2021,4278814.334029534,4409301.984517769,4272812.103328304,4287780.37466717,6477974046571.416,80749428324931.95
Mar-18-2021,4247012.693302591,4378294.736028243,4149929.123602471,4278338.95556566,7484990821593.929,80078940304705.88
Mar-17-2021,4337213.877303056,4420699.169428265,4219125.00160041,4248577.520870213,8335797105817.582,80349651298553.19
Mar-16-2021,4187433.7829772164,4335199.268961112,4004726.688027816,4324026.941343294,7621086216243.742,77116706059239.7
Mar-15-2021,4092714.033351857,4182394.626723901,3932296.6272196844,4157878.2299123593,9561302718421.098,76039897562886.69
Mar-14-2021,4356316.066553885,4459458.1749260975,4075560.435673135,4103964.1758199204,9422763693384.92,79014217793254.05
Mar-13-2021,4508690.008511588,4538049.6987257255,4373226.847392428,4373226.847392428,9010878493944.674,83072341457711.75
Mar-12-2021,4216365.107764174,4541305.6339714695,4130869.662518168,4514482.356596109,9859632121198.576,80776013678965.33
Mar-11-2021,4250739.911657511,4273874.19605504,4065033.8200753075,4218428.517777146,9747848577616.422,78064340277243.58
Mar-10-2021,4114374.3871229305,4281263.6817192985,4012572.471392761,4244613.723807767,10209321555995.605,77287267395082.84
Mar-09-2021,4039952.3549070987,4219038.135032952,3916192.9907768685,4124201.951508881,8871237195669.072,76022494302956
Mar-08-2021,3849220.2614865764,4038861.4467368494,3827936.1718206154,4032931.4852652466,8628485747565.781,74093475059119.97
Mar-07-2021,3751226.162462274,3853775.1206335225,3636388.8320976635,3853775.1206335225,7486173180446.626,69719903557263.15
Mar-06-2021,3599382.1022225814,3786192.975617407,3599382.1022225814,3786192.975617407,6369026248978.038,68928559030765.82
Mar-05-2021,3595500.1523447502,3614793.6735689403,3472947.6886105402,3600273.719894023,7185135307591.676,66404429755802.74
Mar-04-2021,3568252.678897656,3637479.3123486126,3418347.261554375,3601534.225857686,8680117768509.965,65508056546109.17
Mar-03-2021,3715630.1577185434,3810470.2026888165,3508092.3287637667,3573685.2124066004,8777834641591.151,67824380179040.99
Mar-02-2021,3569463.462971965,3867492.293299659,3545756.755009486,3726122.108639773,7980893478829.652,69193349132833.67
Mar-01-2021,3652209.151279713,3695616.5413277866,3472528.086728951,3553197.520062818,8219247350185.146,66710184136679.46
Feb-28-2021,3322198.2682192368,3664189.2226714245,3315313.2149472083,3649848.952788356,8305038291305.097,65294949303716.13
Feb-27-2021,3397563.645182924,3427656.6288944106,3178987.491582671,3313189.2476118538,6985987310001.456,61477272566272.41
Feb-26-2021,3407405.948507665,3560632.803942868,3324186.215133735,3402713.6145117204,8834599262933.555,64685942329561.18
Feb-25-2021,3460474.642115569,3563145.5500006042,3277341.2424379513,3402930.432592795,10072747929106.186,63978708894317.72
Feb-24-2021,3657964.7072807094,3814377.712532674,3480920.7644863515,3488886.648046511,9176773093705.908,68607107597018.8
Feb-23-2021,3600651.5391514692,3772517.520805058,3473913.477817989,3651302.0448081703,12855875966245.174,68284195028620.04
Feb-22-2021,3984361.946693082,3984361.946693082,3333032.628861448,3572993.1094095684,15624560405764.73,67259698333338.766
Feb-21-2021,4228213.171649862,4228213.171649862,3638968.5307736844,3988314.9749980583,10992809611802.95,75070012184091.64
Feb-20-2021,4122050.789286592,4293820.366583947,4091929.533065837,4225041.46528517,10293934933061.826,78227084760819.05
Feb-19-2021,4112592.8890872365,4236978.025005406,4032517.034428057,4124941.979807232,10344145430857.152,77176806163172.6
Feb-18-2021,3797644.5699968264,4141169.104173417,3745484.59738055,4109208.3561521685,8326298306717.091,72839642060014.02
Feb-17-2021,3836472.480909456,3866064.3582270006,3750211.4630548223,3804429.7326953486,8845983146157.635,71208008307226.38
Feb-16-2021,3618229.6810438116,3867627.9022122254,3615290.390026598,3839101.35781957,10510683914211.193,69838545727714.81
Feb-15-2021,3529806.2270206446,3707742.315629423,3475279.903213211,3627983.850602311,9470874605808,67017084194991.78
Feb-14-2021,3582510.0118822283,3600276.436037479,3400185.013588547,3533782.5062052626,8980179291233.707,65618941835611.84
Feb-13-2021,3470580.871070272,3650447.261089726,3470580.871070272,3584699.2982384167,10659788068006.553,66599576086244.766
Feb-12-2021,3483534.2880259063,3541702.91953064,3417447.2115316917,3465642.6803464387,10534599188898.758,64771742262586.41
Feb-11-2021,3534516.0172009803,3583304.013658368,3421677.406498372,3507312.7400528495,10115337939949.594,65227168378621.54
Feb-10-2021,3300138.6031707986,3573635.1376042124,3244186.713456136,3511573.6901969565,9263176981616.086,63408788858456.18
Feb-09-2021,3424991.151658459,3482195.600251543,3230521.8625062066,3304333.6092108693,9536760374052.418,62754164256856.56
Feb-08-2021,3427092.850670258,3527270.107097386,3326292.9540499845,3425486.1169211743,13492201515537.871,63936925527802.57
Feb-07-2021,2861753.668455217,3404420.973965996,2801877.2688230765,3404420.973965996,8743278823528.121,56416745490220.69
Feb-06-2021,2891479.7968151756,2920491.980007765,2753676.3765082285,2864075.1521951007,7585104346286.817,53030562729306.53
Feb-05-2021,2820726.306189306,3009155.5722625675,2819911.9395971904,2886380.9082835885,7825257843916.78,54658268351000.67
Feb-04-2021,2723344.22898845,2819254.7232462284,2698046.320072609,2794649.0004505925,7378263814885.183,51519960269428.32
Feb-03-2021,2773517.5940506933,2852728.725820981,2675027.5087811677,2720416.8782110037,7000295552828.092,51432708963029.44
Feb-02-2021,2612751.20071224,2766618.0345372274,2612751.20071224,2765629.422078012,6580661993650.651,50087514829443.484
Feb-01-2021,2469898.6099136923,2647159.6392477965,2469898.6099136923,2615033.254156565,6389614043341.391,47544223048413.4
Jan-31-2021,2436489.295885161,2548224.8311964506,2386368.0935830586,2468201.9876758265,6611728425655.701,46189856953201.16
Jan-30-2021,2524306.416388204,2524306.416388204,2372450.3806094197,2440414.4244241756,5830601362331.289,45827045598890.79
Jan-29-2021,2526849.8613765277,2564682.8883510404,2433185.6195249064,2528568.9035286875,10609489293970.988,46663749429183.89
Jan-28-2021,2454875.4010940176,2822256.8133746195,2357600.1190172345,2521799.08770172,11221828514016.805,47969268685173.33
Jan-27-2021,2238971.4536977857,2486032.7999767745,2204502.5032834616,2439047.0267159967,7555701276541.801,43498533204298.7
Jan-26-2021,2393847.933868096,2393847.933868096,2160091.4074989627,2231931.639473646,6683949887456.446,42634153367483.33
Jan-25-2021,2379268.764035419,2413704.178850254,2284101.8093504165,2399291.4658440324,6933311964676.157,43819333738975.83
Jan-24-2021,2373274.529604739,2564296.4219803815,2366362.5443099146,2376829.9041553526,6328755609996.084,45708698994659.32
Jan-23-2021,2362706.7802862762,2426085.508670639,2292095.4743693,2376016.866368969,5296437830715.502,44133800014639.516
